Time,Time Code,Country Name,Country Code,Forest area (% of land area) [AG.LND.FRST.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]",Trade (% of GDP) [NE.TRD.GNFS.ZS],Total natural resources rents (% of GDP) [NY.GDP.TOTL.RT.ZS]
2008,YR2008,Afghanistan,AFG,1.85278199408184,23.32,57,..,0.601665824760427
2008,YR2008,United Arab Emirates,ARE,4.44559279076317,83.387,87,148.513544025723,27.7149122716078
2008,YR2008,United States,USA,33.6360635020585,80.438,87,29.8677957945319,1.92914075974883
2008,YR2008,United Kingdom,GBR,12.5573512999628,80.757,89,56.6986069277108,1.33659576191205
2008,YR2008,Canada,CAN,38.7501728274436,80.578,87,67.0236083618983,5.07361690424834
2008,YR2008,Australia,AUS,16.9219764914153,84.943,87,42.8467764017331,8.52641938176426
2008,YR2008,Saudi Arabia,SAU,0.454484134921779,81.649,87,96.1026422204037,55.0244289481432
2009,YR2009,Afghanistan,AFG,1.85278199408184,23.528,50,..,0.424658195958387
2009,YR2009,United Arab Emirates,ARE,4.45667417628837,83.742,87,153.461944358373,19.713461721995
2009,YR2009,United States,USA,33.6927352193296,80.606,87,24.7595311689876,0.743921134944805
2009,YR2009,United Kingdom,GBR,12.6007522837184,81.031,89,55.004384033595,0.84946186314372
2009,YR2009,Canada,CAN,38.7448217016393,80.758,87,58.4743918224897,1.92304119754021
2009,YR2009,Australia,AUS,16.8924540827617,85.063,87,45.7408630288694,4.96777338406714
2009,YR2009,Saudi Arabia,SAU,0.454484134921779,81.867,87,84.8583351130711,35.7727355951894
2010,YR2010,Afghanistan,AFG,1.85278199408184,23.737,53,..,0.62533261319642
2010,YR2010,United Arab Emirates,ARE,4.46775556181357,84.087,87,138.892096909526,23.7768704858008
2010,YR2010,United States,USA,33.7494069366007,80.772,87,28.2198952346731,0.968704075093042
2010,YR2010,United Kingdom,GBR,12.6441532674741,81.302,89,59.2727749722888,0.861239087184779
2010,YR2010,Canada,CAN,38.7394705758349,80.937,87,60.2081215044483,2.12754227247051
2010,YR2010,Australia,AUS,16.862931674108,85.182,87,40.5106330129004,8.06660025617252
2010,YR2010,Saudi Arabia,SAU,0.454484134921779,82.084,87,82.5497617848625,38.8834681571132
2011,YR2011,Afghanistan,AFG,1.85278199408184,23.948,51,..,0.836389660299977
2011,YR2011,United Arab Emirates,ARE,4.46775556181357,84.423,87,147.392662015533,29.7789568323524
2011,YR2011,United States,USA,33.7794700582241,80.944,87,30.8424862411943,1.23502930471558
2011,YR2011,United Kingdom,GBR,12.7235150663415,81.57,89,63.5654009707745,1.07544716241254
2011,YR2011,Canada,CAN,38.7348640747569,81.096,87,62.4987387708328,2.59347020768665
2011,YR2011,Australia,AUS,16.9553102586465,85.3,87,41.8373511173643,8.72352035944917
2011,YR2011,Saudi Arabia,SAU,0.454484134921779,82.302,87,84.8614036714074,50.2036438017781
2012,YR2012,Afghanistan,AFG,1.85278199408184,24.16,50,..,0.684675468598181
2012,YR2012,United Arab Emirates,ARE,4.46775556181357,84.749,87,159.970470622298,28.2144669709365
2012,YR2012,United States,USA,33.8095331798474,81.119,87,30.6818353657295,0.776694501385092
2012,YR2012,United Kingdom,GBR,12.8028768652089,81.837,89,62.2259827334183,0.866071942237571
2012,YR2012,Canada,CAN,38.7302575736789,81.137,87,62.5955489395005,1.44307674491624
2012,YR2012,Australia,AUS,17.047688843185,85.402,87,43.1490246873109,5.29813880381044
2012,YR2012,Saudi Arabia,SAU,0.454484134921779,82.52,87,82.8503942182254,48.5007097596571
2013,YR2013,Afghanistan,AFG,1.85278199408184,24.373,51,..,0.603571665401867
2013,YR2013,United Arab Emirates,ARE,4.46775556181357,85.066,87,161.100482455799,27.3813114030779
2013,YR2013,United States,USA,33.8395963014708,81.299,87,30.0023671411205,0.750833995599957
2013,YR2013,United Kingdom,GBR,12.8822386640764,82.102,89,61.9991119149908,0.717358769907282
2013,YR2013,Canada,CAN,38.7256510726009,81.178,87,62.2310749013405,1.71420267216183
2013,YR2013,Australia,AUS,17.1400674277235,85.502,87,41.2501910637454,5.32011574075874
2013,YR2013,Saudi Arabia,SAU,0.454484134921779,82.74,87,81.9172099141101,45.530927478843
2014,YR2014,Afghanistan,AFG,1.85278199408184,24.587,51,..,0.542756499666634
2014,YR2014,United Arab Emirates,ARE,4.46775556181357,85.375,87,164.029509861227,23.9739257701595
2014,YR2014,United States,USA,33.8696594230942,81.483,87,29.9979997800853,0.703153661885122
2014,YR2014,United Kingdom,GBR,12.9616004629438,82.365,89,59.0948041195932,0.569359660800821
2014,YR2014,Canada,CAN,38.7210445715229,81.218,87,64.3786621564923,1.68853293506066
2014,YR2014,Australia,AUS,17.232446012262,85.602,87,42.4430282022511,4.76093943711509
2014,YR2014,Saudi Arabia,SAU,0.454484134921779,82.96,87,79.5616685616254,41.3384300115975
2015,YR2015,Afghanistan,AFG,1.85278199408184,24.803,56,..,0.469916949251438
2015,YR2015,United Arab Emirates,ARE,4.46775556181357,85.674,87,169.47623670322,14.0468089597238
2015,YR2015,United States,USA,33.8997225447175,81.671,87,27.8122335024973,0.234371770177788
2015,YR2015,United Kingdom,GBR,13.0409622618113,82.626,89,57.2035496863734,0.337710045585096
2015,YR2015,Canada,CAN,38.7164380704449,81.259,87,66.1649020669781,0.332933838108915
2015,YR2015,Australia,AUS,17.3248245968004,85.701,87,41.5942804140742,3.23765474517452
2015,YR2015,Saudi Arabia,SAU,0.454484134921779,83.18,87,69.5038838593918,24.8553045322483
2016,YR2016,Afghanistan,AFG,1.85278199408184,25.02,64,..,0.617409905168126
2016,YR2016,United Arab Emirates,ARE,4.46775556181357,85.965,87,170.903087759838,11.8055195768229
2016,YR2016,United States,USA,33.8997225447175,81.862,87,26.5869993604609,0.303325431060077
2016,YR2016,United Kingdom,GBR,13.0574959699087,82.886,89,59.7003984143761,0.273025131582337
2016,YR2016,Canada,CAN,38.7120133755838,81.3,87,65.3636845215556,0.786494936523475
2016,YR2016,Australia,AUS,17.4254877132405,85.8,87,40.7946418668351,4.08098789525561
2016,YR2016,Saudi Arabia,SAU,0.454484134921779,83.401,87,59.9054606223979,20.7349959872418
2017,YR2017,Afghanistan,AFG,1.85278199408184,25.25,69,..,0.702981728943138
2017,YR2017,United Arab Emirates,ARE,4.46775556181357,86.248,87,172.803424996025,14.3278424370326
2017,YR2017,United States,USA,33.8669264120375,82.058,87,27.2791610220074,0.427546323641111
2017,YR2017,United Kingdom,GBR,13.0781631050304,83.143,89,63.1216500310687,0.397885220213493
2017,YR2017,Canada,CAN,38.7078876013737,81.35,87,65.1010608504649,1.19690470285221
2017,YR2017,Australia,AUS,17.4229136169693,85.904,87,41.9422091216328,5.06804774011339
2017,YR2017,Saudi Arabia,SAU,0.454484134921779,83.622,87,61.8143105987526,24.4865557580774
2018,YR2018,Afghanistan,AFG,1.85278199408184,25.495,70,..,0.855264249305936
2018,YR2018,United Arab Emirates,ARE,4.46775556181357,86.522,87,157.920573135862,18.1866824883602
2018,YR2018,United States,USA,33.8669264120375,82.256,87,27.6103792720958,0.595678810382377
2018,YR2018,United Kingdom,GBR,13.1153639482495,83.398,89,64.542648250433,0.626195352812848
2018,YR2018,Canada,CAN,38.7037629425392,81.411,87,66.5998858508762,1.79820431653194
2018,YR2018,Australia,AUS,17.4213145571644,86.012,87,43.3470784937935,5.22752063881788
2018,YR2018,Saudi Arabia,SAU,0.454484134921779,83.844,87,61.9555891418504,29.2707418122277
2019,YR2019,Afghanistan,AFG,1.85278199408184,25.754,74,..,0.682287828246046
2019,YR2019,United Arab Emirates,ARE,4.46775556181357,86.789,87,167.383564925995,16.8958990035406
2019,YR2019,United States,USA,33.8669264120375,82.459,87,26.4519494737854,0.557098125905551
2019,YR2019,United Kingdom,GBR,13.1525647914686,83.652,89,64.6651336372235,0.540491129160741
2019,YR2019,Canada,CAN,38.6996371683291,81.482,87,66.1714852804959,1.93317583033348
2019,YR2019,Australia,AUS,17.4213145571644,86.124,87,45.7489633556611,5.74886126457436
2019,YR2019,Saudi Arabia,SAU,0.454484134921779,84.065,87,60.1981894249545,25.453167735458
2020,YR2020,Afghanistan,AFG,1.85278199408184,26.026,64,46.7098945514103,0.305978171646739
2020,YR2020,United Arab Emirates,ARE,4.46775556181357,87.048,87,166.571899322058,11.9722335248016
2020,YR2020,United States,USA,33.8669264120375,82.664,87,23.3837618777961,0.329505971924439
2020,YR2020,United Kingdom,GBR,13.1856322076634,83.903,89,58.7745593759029,0.28397504842807
2020,YR2020,Canada,CAN,38.6955125094946,81.562,87,61.6019235355692,1.24181874632923
2020,YR2020,Australia,AUS,17.4213145571644,86.241,87,44.1430455941203,6.09315865556076
2020,YR2020,Saudi Arabia,SAU,0.454484134921779,84.287,87,49.7134711250205,17.3184270283149
2021,YR2021,Afghanistan,AFG,1.85278199408184,26.314,68,51.4117163747271,0.428525449642917
2021,YR2021,United Arab Emirates,ARE,4.46775556181357,87.299,87,..,17.634095847399
2021,YR2021,United States,USA,33.8669264120375,82.873,87,25.4814002667122,1.27994423022721
2021,YR2021,United Kingdom,GBR,13.2214553796553,84.152,89,59.3486477481733,0.588544260440276
2021,YR2021,Canada,CAN,39.4701279256318,81.653,87,61.8694159828309,4.94905581435186
2021,YR2021,Australia,AUS,17.4213145571644,86.362,87,39.7023602363157,13.3578752832739
2021,YR2021,Saudi Arabia,SAU,0.454484134921779,84.508,87,57.1428193272573,25.5652418188141
2022,YR2022,Afghanistan,AFG,..,26.616,68,..,..
2022,YR2022,United Arab Emirates,ARE,..,87.543,87,..,..
2022,YR2022,United States,USA,..,83.084,87,..,..
2022,YR2022,United Kingdom,GBR,..,84.398,92,69.2557966937598,..
2022,YR2022,Canada,CAN,..,81.752,90,67.440654485211,..
2022,YR2022,Australia,AUS,..,86.488,87,45.1367444404109,..
2022,YR2022,Saudi Arabia,SAU,..,84.729,87,63.5136706598149,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 12/18/2023,,,,,,,,
